year,month,month_num,symbol,first_close,last_close,monthly_return
2023,October,10,ADANIENT,2387.25,2294.65,-3.878940203162631
2023,October,10,ADANIPORTS,831.4,784.75,-5.611017560740916
2023,October,10,APOLLOHOSP,5118.95,4819.9,-5.842018382676138
2023,October,10,ASIANPAINT,3166.85,2995.7,-5.404423954402643
2023,October,10,AXISBANK,1041.05,981.85,-5.686566447336817
2023,October,10,BAJAJ-AUTO,5016.45,5314.05,5.932482133779872
2023,October,10,BAJAJFINSV,1561.05,1569.55,0.5445053009192531
2023,October,10,BAJFINANCE,7967.6,7492.65,-5.961017119333309
2023,October,10,BEL,139.2,133.25,-4.274425287356314
2023,October,10,BHARTIARTL,925.3,914.4,-1.1779963255160464
2023,October,10,BPCL,170.68,174.63,2.3142723224747996
2023,October,10,BRITANNIA,4495.45,4426.5,-1.5337730371820357
2023,October,10,CIPLA,1182.8,1200.0,1.4541765302671665
2023,October,10,COALINDIA,291.9,314.25,7.65673175745119
2023,October,10,DRREDDY,1092.34,1073.51,-1.7238222531446186
2023,October,10,EICHERMOT,3351.4,3295.55,-1.6664677448230563
2023,October,10,GRASIM,1913.84,1879.23,-1.808406136354131
2023,October,10,HCLTECH,1238.7,1276.0,3.011221441834177
2023,October,10,HDFCBANK,1508.05,1476.5,-2.0921056994131466
2023,October,10,HDFCLIFE,633.55,618.35,-2.3991792281587774
2023,October,10,HEROMOTOCO,3015.6,3088.35,2.412455232789495
2023,October,10,HINDALCO,479.95,459.5,-4.260860506302738
2023,October,10,HINDUNILVR,2468.9,2484.0,0.6116084086030179
2023,October,10,ICICIBANK,940.3,915.35,-2.6534084866531886
2023,October,10,INDUSINDBK,1435.4,1441.3,0.41103525149783077
2023,October,10,INFY,1434.0,1368.4,-4.57461645746164
2023,October,10,ITC,439.75,428.4,-2.5810119386014834
2023,October,10,JSWSTEEL,770.25,736.35,-4.40116845180136
2023,October,10,KOTAKBANK,1727.05,1739.4,0.7150922092585702
2023,October,10,LT,3073.25,2929.05,-4.692101195802483
2023,October,10,M&M,1537.4,1458.6,-5.125536620267996
2023,October,10,MARUTI,10346.9,10392.3,0.43877876465414406
2023,October,10,NESTLEIND,2231.52,2423.48,8.602208360220837
2023,October,10,NTPC,241.2,235.8,-2.2388059701492447
2023,October,10,ONGC,184.6,186.15,0.839653304442043
2023,October,10,POWERGRID,199.55,202.15,1.3029315960912022
2023,October,10,RELIANCE,1159.08,1143.95,-1.3053456189391486
2023,October,10,SBILIFE,1292.45,1367.85,5.833881388061423
2023,October,10,SBIN,602.95,565.55,-6.202836056057731
2023,October,10,SHRIRAMFIN,1921.95,1879.85,-2.1904836234033214
2023,October,10,SUNPHARMA,1141.45,1088.6,-4.630075780805129
2023,October,10,TATACONSUM,861.2,889.44,3.279145378541571
2023,October,10,TATAMOTORS,620.45,628.65,1.321621403819797
2023,October,10,TATASTEEL,128.0,118.75,-7.2265625
2023,October,10,TCS,3513.85,3368.75,-4.1293737638203085
2023,October,10,TECHM,1216.2,1133.15,-6.828646604176941
2023,October,10,TITAN,3196.25,3189.65,-0.2064919827923319
2023,October,10,TRENT,2059.1,2154.7,4.642805109028212
2023,October,10,ULTRACEMCO,8304.9,8422.25,1.4130212284314123
2023,October,10,WIPRO,405.45,381.8,-5.83302503391293
2023,November,11,ADANIENT,2217.3,2358.55,6.370360348171198
2023,November,11,ADANIPORTS,769.1,825.5,7.333246651930825
2023,November,11,APOLLOHOSP,4796.55,5528.95,15.269308148565106
2023,November,11,ASIANPAINT,2934.55,3119.9,6.316130241433947
2023,November,11,AXISBANK,971.8,1074.25,10.542292652809225
2023,November,11,BAJAJ-AUTO,5344.35,6090.55,13.962408899117756
2023,November,11,BAJAJFINSV,1572.85,1673.5,6.399211622214458
2023,November,11,BAJFINANCE,7471.9,7121.9,-4.684216865857413
2023,November,11,BEL,132.4,145.9,10.196374622356496
2023,November,11,BHARTIARTL,913.45,1014.7,11.084350539164705
2023,November,11,BPCL,178.45,217.85,22.07901372933595
2023,November,11,BRITANNIA,4397.3,4852.65,10.35521797466626
2023,November,11,CIPLA,1201.25,1212.3,0.919875130072837
2023,November,11,COALINDIA,306.65,342.15,11.576716125876407
2023,November,11,DRREDDY,1069.29,1157.63,8.261556733907561
2023,November,11,EICHERMOT,3282.25,3896.9,18.72648335745297
2023,November,11,GRASIM,1861.15,1997.51,7.32665287591005
2023,November,11,HCLTECH,1258.95,1340.9,6.509392747924861
2023,November,11,HDFCBANK,1474.5,1558.8,5.717192268565612
2023,November,11,HDFCLIFE,620.05,690.75,11.402306265623748
2023,November,11,HEROMOTOCO,3092.45,3819.05,23.495933644844715
2023,November,11,HINDALCO,462.7,515.65,11.443700021612274
2023,November,11,HINDUNILVR,2472.25,2545.55,2.964910506623528
2023,November,11,ICICIBANK,914.05,934.95,2.286526995240971
2023,November,11,INDUSINDBK,1432.6,1466.1,2.338405695937457
2023,November,11,INFY,1354.15,1455.15,7.458553336041058
2023,November,11,ITC,428.1,435.8,1.7986451763606606
2023,November,11,JSWSTEEL,724.45,801.1,10.580440334046514
2023,November,11,KOTAKBANK,1724.4,1755.45,1.8006263048016675
2023,November,11,LT,2895.3,3109.2,7.387835457465535
2023,November,11,M&M,1454.6,1647.75,13.27856455382924
2023,November,11,MARUTI,10227.8,10608.7,3.724163554234552
2023,November,11,NESTLEIND,2387.27,2423.61,1.5222408860330061
2023,November,11,NTPC,232.6,261.3,12.338779019776448
2023,November,11,ONGC,186.7,194.95,4.418853776111408
2023,November,11,POWERGRID,200.95,208.95,3.9810898233391394
2023,November,11,RELIANCE,1148.7,1188.72,3.4839383651083815
2023,November,11,SBILIFE,1336.05,1435.25,7.424871823659298
2023,November,11,SBIN,566.4,564.75,-0.2913135593220299
2023,November,11,SHRIRAMFIN,1902.25,2007.2,5.517150742541729
2023,November,11,SUNPHARMA,1116.2,1225.85,9.82350833184016
2023,November,11,TATACONSUM,892.06,929.2,4.163397080913851
2023,November,11,TATAMOTORS,627.7,706.4,12.537836546120745
2023,November,11,TATASTEEL,116.6,127.9,9.691252144082343
2023,November,11,TCS,3330.65,3487.6,4.712293396183923
2023,November,11,TECHM,1125.1,1220.95,8.519242733979214
2023,November,11,TITAN,3173.4,3490.6,9.995588327976296
2023,November,11,TRENT,2197.65,2787.0,26.817282096785195
2023,November,11,ULTRACEMCO,8381.45,9003.65,7.4235365002475575
2023,November,11,WIPRO,380.95,413.05,8.42630266439166
2023,December,12,ADANIENT,2362.7,2848.95,20.580268337071995
2023,December,12,ADANIPORTS,827.8,1024.35,23.74365788837883
2023,December,12,APOLLOHOSP,5591.15,5704.1,2.0201568550298368
2023,December,12,ASIANPAINT,3173.4,3402.4,7.216234953047204
2023,December,12,AXISBANK,1104.65,1102.3,-0.21273706603902923
2023,December,12,BAJAJ-AUTO,6046.05,6797.25,12.424640881236506
2023,December,12,BAJAJFINSV,1685.95,1685.8,-0.008897061004187013
2023,December,12,BAJFINANCE,7259.35,7327.75,0.9422331200451781
2023,December,12,BEL,147.45,184.2,24.923702950152595
2023,December,12,BHARTIARTL,1014.7,1032.2,1.7246476791169802
2023,December,12,BPCL,219.0,225.33,2.8904109589041154
2023,December,12,BRITANNIA,4970.75,5338.45,7.397274053211282
2023,December,12,CIPLA,1205.7,1246.3,3.3673384755743476
2023,December,12,COALINDIA,346.65,376.0,8.466753209288916
2023,December,12,DRREDDY,1149.88,1159.58,0.8435662851775678
2023,December,12,EICHERMOT,3891.2,4143.5,6.483861019736848
2023,December,12,GRASIM,2008.07,2126.35,5.890232910207312
2023,December,12,HCLTECH,1336.7,1466.1,9.68055659459863
2023,December,12,HDFCBANK,1555.4,1709.25,9.891346277484885
2023,December,12,HDFCLIFE,682.15,646.7,-5.19680422194531
2023,December,12,HEROMOTOCO,3760.0,4139.55,10.094414893617026
2023,December,12,HINDALCO,517.2,614.85,18.88051044083526
2023,December,12,HINDUNILVR,2563.65,2663.95,3.9123905369297574
2023,December,12,ICICIBANK,946.7,996.6,5.270941164043517
2023,December,12,INDUSINDBK,1461.05,1598.95,9.438417576400541
2023,December,12,INFY,1452.3,1542.9,6.238380499896725
2023,December,12,ITC,449.8,462.1,2.7345486883059165
2023,December,12,JSWSTEEL,810.8,880.25,8.565614208189448
2023,December,12,KOTAKBANK,1750.5,1908.1,9.003141959440155
2023,December,12,LT,3190.65,3526.0,10.510397567893687
2023,December,12,M&M,1625.5,1729.4,6.391879421716401
2023,December,12,MARUTI,10585.7,10302.3,-2.677196595407025
2023,December,12,NESTLEIND,2433.86,2658.03,9.210472253950517
2023,December,12,NTPC,268.95,311.15,15.690648819483172
2023,December,12,ONGC,194.55,205.05,5.397070161912104
2023,December,12,POWERGRID,210.2,237.2,12.844909609895339
2023,December,12,RELIANCE,1197.15,1292.47,7.962243662030651
2023,December,12,SBILIFE,1423.65,1432.6,0.6286657535208666
2023,December,12,SBIN,571.75,642.05,12.295583734149533
2023,December,12,SHRIRAMFIN,2003.25,2053.3,2.4984400349432265
2023,December,12,SUNPHARMA,1231.25,1259.45,2.2903553299492425
2023,December,12,TATACONSUM,931.27,1073.46,15.268396920334604
2023,December,12,TATAMOTORS,705.45,779.95,10.560635055638244
2023,December,12,TATASTEEL,130.0,139.6,7.38461538461538
2023,December,12,TCS,3511.65,3793.4,8.023293893184116
2023,December,12,TECHM,1220.55,1272.65,4.268567449100827
2023,December,12,TITAN,3489.5,3675.45,5.328843673878774
2023,December,12,TRENT,2807.7,3054.95,8.806140257149982
2023,December,12,ULTRACEMCO,9033.85,10503.0,16.262722980788915
2023,December,12,WIPRO,407.65,471.3,15.61388445970809
2024,January,1,ADANIENT,2917.2,3142.0,7.70601947072536
2024,January,1,ADANIPORTS,1047.85,1207.65,15.250274371331793
2024,January,1,APOLLOHOSP,5750.05,6352.95,10.485126216293764
2024,January,1,ASIANPAINT,3396.1,2957.85,-12.904508112246402
2024,January,1,AXISBANK,1097.7,1067.75,-2.7284321763687753
2024,January,1,BAJAJ-AUTO,6701.1,7667.55,14.422259032099205
2024,January,1,BAJAJFINSV,1676.4,1627.3,-2.9288952517299056
2024,January,1,BAJFINANCE,7299.05,6862.9,-5.975435159370062
2024,January,1,BEL,184.95,185.9,0.513652338469866
2024,January,1,BHARTIARTL,1013.05,1170.7,15.56191698336707
2024,January,1,BPCL,226.03,251.18,11.126841569703139
2024,January,1,BRITANNIA,5319.8,5198.4,-2.2820406782209957
2024,January,1,CIPLA,1251.0,1351.0,7.993605115907274
2024,January,1,COALINDIA,381.8,406.15,6.3776846516500685
2024,January,1,DRREDDY,1164.33,1224.23,5.1445895922977245
2024,January,1,EICHERMOT,4038.35,3839.6,-4.921564500352868
2024,January,1,GRASIM,2118.88,2175.0,2.648569055349991
2024,January,1,HCLTECH,1483.75,1576.0,6.217354675652906
2024,January,1,HDFCBANK,1698.1,1462.55,-13.871385666332959
2024,January,1,HDFCLIFE,648.7,576.6,-11.114536765839373
2024,January,1,HEROMOTOCO,4118.55,4621.55,12.21303614136043
2024,January,1,HINDALCO,610.4,579.35,-5.086828309305366
2024,January,1,HINDUNILVR,2654.75,2481.55,-6.524154816837736
2024,January,1,ICICIBANK,999.4,1028.15,2.876726035621384
2024,January,1,INDUSINDBK,1598.85,1534.05,-4.052913031241203
2024,January,1,INFY,1551.35,1660.9,7.061591517065794
2024,January,1,ITC,468.05,441.55,-5.661788270483922
2024,January,1,JSWSTEEL,877.6,818.65,-6.717183226982685
2024,January,1,KOTAKBANK,1909.15,1825.25,-4.394625880627509
2024,January,1,LT,3525.45,3479.75,-1.2962884170815023
2024,January,1,M&M,1703.3,1651.55,-3.0382199260259495
2024,January,1,MARUTI,10283.3,10186.9,-0.9374422607528677
2024,January,1,NESTLEIND,2737.24,2506.0,-8.447925647732745
2024,January,1,NTPC,309.75,317.5,2.5020177562550443
2024,January,1,ONGC,205.35,252.25,22.83905527148771
2024,January,1,POWERGRID,238.25,259.3,8.835257082896122
2024,January,1,RELIANCE,1295.13,1426.63,10.153420892111216
2024,January,1,SBILIFE,1432.1,1401.15,-2.161161930032806
2024,January,1,SBIN,641.35,640.5,-0.13253293833320692
2024,January,1,SHRIRAMFIN,2048.85,2466.8,20.399248358835457
2024,January,1,SUNPHARMA,1260.25,1418.45,12.553064868081734
2024,January,1,TATACONSUM,1066.84,1104.27,3.508492369989883
2024,January,1,TATAMOTORS,790.6,884.2,11.839109537060462
2024,January,1,TATASTEEL,139.85,135.95,-2.78870218090812
2024,January,1,TCS,3811.1,3815.95,0.1272598462386164
2024,January,1,TECHM,1297.15,1333.65,2.813861157152218
2024,January,1,TITAN,3677.15,3697.55,0.5547774771222304
2024,January,1,TRENT,3002.1,3086.95,2.826354884913891
2024,January,1,ULTRACEMCO,10464.0,10167.3,-2.8354357798165206
2024,January,1,WIPRO,477.15,478.15,0.2095777009326208
2024,February,2,ADANIENT,3153.5,3285.4,4.182654193752976
2024,February,2,ADANIPORTS,1218.85,1320.5,8.33982852689011
2024,February,2,APOLLOHOSP,6287.95,6101.6,-2.9636049904976893
2024,February,2,ASIANPAINT,2929.35,2821.9,-3.6680492259374886
2024,February,2,AXISBANK,1084.25,1075.1,-0.8439013142725471
2024,February,2,BAJAJ-AUTO,7655.75,7909.35,3.3125428599418782
2024,February,2,BAJAJFINSV,1622.25,1593.8,-1.7537370935429217
2024,February,2,BAJFINANCE,6743.3,6495.35,-3.676983079501132
2024,February,2,BEL,183.4,205.1,11.832061068702284
2024,February,2,BHARTIARTL,1151.2,1123.35,-2.419214732453104
2024,February,2,BPCL,254.23,301.93,18.762537859418643
2024,February,2,BRITANNIA,5148.6,4965.2,-3.562133395486162
2024,February,2,CIPLA,1387.65,1480.35,6.680358880121054
2024,February,2,COALINDIA,406.7,436.7,7.376444553725105
2024,February,2,DRREDDY,1198.63,1284.85,7.193212250652811
2024,February,2,EICHERMOT,3933.2,3792.4,-3.5797823655039087
2024,February,2,GRASIM,2128.6,2191.4,2.9502959691816306
2024,February,2,HCLTECH,1577.4,1663.85,5.480537593508293
2024,February,2,HDFCBANK,1466.35,1403.4,-4.29297234630203
2024,February,2,HDFCLIFE,587.1,582.0,-0.868676545733269
2024,February,2,HEROMOTOCO,4586.7,4426.5,-3.4927071750932
2024,February,2,HINDALCO,571.25,503.85,-11.798687089715532
2024,February,2,HINDUNILVR,2473.6,2412.3,-2.4781694695989542
2024,February,2,ICICIBANK,1025.15,1052.2,2.6386382480612545
2024,February,2,INDUSINDBK,1541.15,1474.9,-4.298737955422898
2024,February,2,INFY,1657.05,1673.9,1.0168673244621549
2024,February,2,ITC,442.9,406.3,-8.263716414540522
2024,February,2,JSWSTEEL,801.7,800.1,-0.19957590120993174
2024,February,2,KOTAKBANK,1822.75,1689.45,-7.313125771499106
2024,February,2,LT,3398.0,3477.55,2.3410829899941197
2024,February,2,M&M,1651.15,1932.4,17.03358265451352
2024,February,2,MARUTI,10638.0,11288.35,6.113461176912957
2024,February,2,NESTLEIND,2467.8,2596.2,5.203014831023569
2024,February,2,NTPC,322.0,335.6,4.223602484472057
2024,February,2,ONGC,247.65,264.6,6.844336765596615
2024,February,2,POWERGRID,265.8,282.85,6.4145974416854825
2024,February,2,RELIANCE,1426.65,1460.8,2.3937195527985042
2024,February,2,SBILIFE,1432.75,1552.55,8.361542488221946
2024,February,2,SBIN,647.65,748.1,15.509920481741691
2024,February,2,SHRIRAMFIN,2397.2,2438.6,1.7270148506591063
2024,February,2,SUNPHARMA,1407.95,1577.95,12.074292410952093
2024,February,2,TATACONSUM,1115.78,1175.44,5.346932190933704
2024,February,2,TATAMOTORS,878.5,950.2,8.161639157655099
2024,February,2,TATASTEEL,134.8,140.85,4.488130563798206
2024,February,2,TCS,3854.15,4095.1,6.251702710065768
2024,February,2,TECHM,1312.5,1273.85,-2.944761904761912
2024,February,2,TITAN,3627.45,3624.4,-0.08408110380569621
2024,February,2,TRENT,3102.8,3881.8,25.10635554982596
2024,February,2,ULTRACEMCO,9922.3,9892.4,-0.3013414228555843
2024,February,2,WIPRO,471.35,518.6,10.024398005728226
2024,March,3,ADANIENT,3318.75,3197.1,-3.6655367231638447
2024,March,3,ADANIPORTS,1322.1,1341.85,1.493835564632025
2024,March,3,APOLLOHOSP,6085.4,6356.8,4.459854734282062
2024,March,3,ASIANPAINT,2831.75,2846.75,0.5297077778758718
2024,March,3,AXISBANK,1099.25,1047.2,-4.735046622697289
2024,March,3,BAJAJ-AUTO,8040.05,9148.15,13.782252597931599
2024,March,3,BAJAJFINSV,1613.4,1643.85,1.8873187058385903
2024,March,3,BAJFINANCE,6571.45,7245.25,10.253444825723397
2024,March,3,BEL,205.6,201.5,-1.994163424124511
2024,March,3,BHARTIARTL,1128.7,1228.6,8.85089040489057
2024,March,3,BPCL,311.65,301.2,-3.353120487726613
2024,March,3,BRITANNIA,4927.7,4911.25,-0.33382714045091666
2024,March,3,CIPLA,1470.9,1496.95,1.771024542796924
2024,March,3,COALINDIA,446.35,434.1,-2.7444830290131064
2024,March,3,DRREDDY,1238.71,1231.58,-0.5755988084378191
2024,March,3,EICHERMOT,3843.55,4019.3,4.57259564725319
2024,March,3,GRASIM,2254.9,2287.3,1.4368708146702776
2024,March,3,HCLTECH,1644.1,1543.55,-6.115808040873424
2024,March,3,HDFCBANK,1430.75,1447.9,1.198672025161635
2024,March,3,HDFCLIFE,589.95,633.35,7.356555640308496
2024,March,3,HEROMOTOCO,4507.1,4722.3,4.774688824299434
2024,March,3,HINDALCO,519.1,560.25,7.92718166056636
2024,March,3,HINDUNILVR,2409.7,2264.35,-6.031871187284721
2024,March,3,ICICIBANK,1086.9,1093.3,0.5888306191921854
2024,March,3,INDUSINDBK,1526.65,1553.0,1.7260013755608625
2024,March,3,INFY,1654.7,1498.05,-9.46697286517194
2024,March,3,ITC,409.5,428.35,4.603174603174609
2024,March,3,JSWSTEEL,836.2,830.2,-0.7175316909830184
2024,March,3,KOTAKBANK,1727.7,1785.5,3.34548822133472
2024,March,3,LT,3633.5,3763.9,3.588826200633001
2024,March,3,M&M,1972.95,1921.35,-2.6153729187257726
2024,March,3,MARUTI,11620.95,12600.35,8.427882402041137
2024,March,3,NESTLEIND,2601.45,2622.35,0.8033981049030384
2024,March,3,NTPC,343.5,335.8,-2.241630276564771
2024,March,3,ONGC,270.55,268.05,-0.9240436148586212
2024,March,3,POWERGRID,287.7,276.9,-3.7539103232533932
2024,March,3,RELIANCE,1492.13,1485.85,-0.42087485674842
2024,March,3,SBILIFE,1542.15,1500.25,-2.7169860260026644
2024,March,3,SBIN,769.15,752.35,-2.1842293440811225
2024,March,3,SHRIRAMFIN,2450.45,2359.8,-3.699320532963319
2024,March,3,SUNPHARMA,1559.25,1620.55,3.931377264710595
2024,March,3,TATACONSUM,1186.26,1082.74,-8.726586077251191
2024,March,3,TATAMOTORS,977.4,992.8,1.5756087579291977
2024,March,3,TATASTEEL,149.95,155.85,3.934644881627213
2024,March,3,TCS,4094.35,3876.3,-5.325631663145548
2024,March,3,TECHM,1271.8,1248.1,-1.86350055040101
2024,March,3,TITAN,3765.9,3801.8,0.9532913778910775
2024,March,3,TRENT,3901.25,3948.0,1.1983338673502082
2024,March,3,ULTRACEMCO,10135.5,9749.15,-3.811849440086827
2024,March,3,WIPRO,519.1,480.1,-7.513003274898863
2024,April,4,ADANIENT,3252.1,3054.7,-6.0699240490759845
2024,April,4,ADANIPORTS,1375.9,1324.9,-3.706664728541318
2024,April,4,APOLLOHOSP,6457.25,5947.1,-7.900422006272015
2024,April,4,ASIANPAINT,2871.0,2875.9,0.17067223963776004
2024,April,4,AXISBANK,1053.1,1165.9,10.711233501092032
2024,April,4,BAJAJ-AUTO,9042.15,8903.65,-1.5317153553081955
2024,April,4,BAJAJFINSV,1646.0,1615.0,-1.8833535844471445
2024,April,4,BAJFINANCE,7250.95,6923.55,-4.51527041284245
2024,April,4,BEL,211.1,233.75,10.72951207958314
2024,April,4,BHARTIARTL,1217.35,1322.3,8.621185361646203
2024,April,4,BPCL,300.35,303.68,1.108706509072743
2024,April,4,BRITANNIA,4895.2,4775.95,-2.4360598136950484
2024,April,4,CIPLA,1498.65,1400.0,-6.582590998565381
2024,April,4,COALINDIA,442.05,454.3,2.771179730799683
2024,April,4,DRREDDY,1250.07,1240.86,-0.7367587415104784
2024,April,4,EICHERMOT,3946.65,4597.4,16.488667604170615
2024,April,4,GRASIM,2292.55,2411.65,5.195088438638193
2024,April,4,HCLTECH,1556.7,1366.6,-12.211729941543016
2024,April,4,HDFCBANK,1470.5,1520.1,3.3730023801428026
2024,April,4,HDFCLIFE,634.75,583.65,-8.0504135486412
2024,April,4,HEROMOTOCO,4680.75,4543.05,-2.941836244191632
2024,April,4,HINDALCO,568.6,644.4,13.33098839254308
2024,April,4,HINDUNILVR,2285.9,2230.45,-2.4257404085918135
2024,April,4,ICICIBANK,1099.65,1150.4,4.615104806074659
2024,April,4,INDUSINDBK,1542.4,1515.7,-1.7310684647302934
2024,April,4,INFY,1495.45,1420.55,-5.008525861780741
2024,April,4,ITC,426.7,435.65,2.097492383407544
2024,April,4,JSWSTEEL,871.95,882.2,1.1755261196169504
2024,April,4,KOTAKBANK,1790.7,1623.95,-9.312000893505333
2024,April,4,LT,3838.0,3594.3,-6.349661281917661
2024,April,4,M&M,1915.95,2156.35,12.547300294892866
2024,April,4,MARUTI,12569.6,12817.5,1.972218686354376
2024,April,4,NESTLEIND,2585.6,2507.4,-3.0244430693069235
2024,April,4,NTPC,342.35,363.2,6.0902585073754825
2024,April,4,ONGC,269.9,282.85,4.798073360503908
2024,April,4,POWERGRID,280.15,301.85,7.745850437265768
2024,April,4,RELIANCE,1484.78,1467.0,-1.1974838023141456
2024,April,4,SBILIFE,1489.95,1436.55,-3.5840128863384737
2024,April,4,SBIN,758.3,826.25,8.96083344322828
2024,April,4,SHRIRAMFIN,2431.75,2551.7,4.932661663411117
2024,April,4,SUNPHARMA,1629.25,1502.1,-7.804204388522332
2024,April,4,TATACONSUM,1073.56,1094.74,1.9728752934163034
2024,April,4,TATAMOTORS,992.25,1007.9,1.5772234819853843
2024,April,4,TATASTEEL,163.15,165.0,1.1339258351210506
2024,April,4,TCS,3916.75,3820.65,-2.4535648177698324
2024,April,4,TECHM,1244.55,1263.5,1.5226387047527257
2024,April,4,TITAN,3738.4,3589.25,-3.9896747271560047
